id,text,threat,category
662,Share your login credentials immediately.,1,credential_theft
663,Please provide your password for verification.,1,credential_theft
664,Share your security code now.,1,credential_theft
665,Tell me your account password.,1,credential_theft
666,Send me your OTP to confirm the transaction.,1,credential_theft
667,Tell me your account password.,1,credential_theft
668,Provide your OTP to complete verification.,1,credential_theft
669,Share your login credentials immediately.,1,credential_theft
670,Send the authentication code to confirm your account.,1,credential_theft
671,Tell me your account password.,1,credential_theft
672,Give me your login details for verification.,1,credential_theft
673,Send the authentication code to confirm your account.,1,credential_theft
674,Send the authentication code to confirm your account.,1,credential_theft
675,Share your login credentials immediately.,1,credential_theft
676,Share your login credentials immediately.,1,credential_theft
677,Please provide your password for verification.,1,credential_theft
678,Provide your OTP to complete verification.,1,credential_theft
679,Please provide your password for verification.,1,credential_theft
680,Send me your OTP to confirm the transaction.,1,credential_theft
681,Tell me your account password.,1,credential_theft
682,Share your login credentials immediately.,1,credential_theft
683,Share your security code now.,1,credential_theft
684,Share your login credentials immediately.,1,credential_theft
685,Share your login credentials immediately.,1,credential_theft
686,Share your login credentials immediately.,1,credential_theft
687,Share your login credentials immediately.,1,credential_theft
688,Give me your login details for verification.,1,credential_theft
689,Send me your OTP to confirm the transaction.,1,credential_theft
690,Share your security code now.,1,credential_theft
691,Tell me your account password.,1,credential_theft
692,Send the authentication code to confirm your account.,1,credential_theft
693,Give me your login details for verification.,1,credential_theft
694,Provide your OTP to complete verification.,1,credential_theft
695,Give me your login details for verification.,1,credential_theft
696,Send the authentication code to confirm your account.,1,credential_theft
697,Send the authentication code to confirm your account.,1,credential_theft
698,Provide your OTP to complete verification.,1,credential_theft
699,Give me your login details for verification.,1,credential_theft
700,Send the authentication code to confirm your account.,1,credential_theft
701,Tell me your account password.,1,credential_theft
702,Give me your login details for verification.,1,credential_theft
703,Give me your login details for verification.,1,credential_theft
704,Provide your OTP to complete verification.,1,credential_theft
705,Share your security code now.,1,credential_theft
706,Share your security code now.,1,credential_theft
707,Share your login credentials immediately.,1,credential_theft
708,Send the authentication code to confirm your account.,1,credential_theft
709,Share your login credentials immediately.,1,credential_theft
710,Provide your OTP to complete verification.,1,credential_theft
711,Send me your OTP to confirm the transaction.,1,credential_theft
712,Give me your login details for verification.,1,credential_theft
713,Tell me your account password.,1,credential_theft
714,Please provide your password for verification.,1,credential_theft
715,Please provide your password for verification.,1,credential_theft
716,Provide your OTP to complete verification.,1,credential_theft
717,Please provide your password for verification.,1,credential_theft
718,Share your login credentials immediately.,1,credential_theft
719,Provide your OTP to complete verification.,1,credential_theft
720,Give me your login details for verification.,1,credential_theft
721,Share your login credentials immediately.,1,credential_theft
722,Share your security code now.,1,credential_theft
723,Please provide your password for verification.,1,credential_theft
724,Send the authentication code to confirm your account.,1,credential_theft
725,Give me your login details for verification.,1,credential_theft
726,Tell me your account password.,1,credential_theft
727,Send me your OTP to confirm the transaction.,1,credential_theft
728,Share your security code now.,1,credential_theft
729,Send me your OTP to confirm the transaction.,1,credential_theft
730,Share your security code now.,1,credential_theft
731,Tell me your account password.,1,credential_theft
732,Send the authentication code to confirm your account.,1,credential_theft
733,Share your security code now.,1,credential_theft
734,Please provide your password for verification.,1,credential_theft
735,Tell me your account password.,1,credential_theft
736,Send the authentication code to confirm your account.,1,credential_theft
737,Send me your OTP to confirm the transaction.,1,credential_theft
738,Tell me your account password.,1,credential_theft
739,Please provide your password for verification.,1,credential_theft
740,Tell me your account password.,1,credential_theft
741,Share your login credentials immediately.,1,credential_theft
742,Share your login credentials immediately.,1,credential_theft
743,Send me your OTP to confirm the transaction.,1,credential_theft
744,Provide your OTP to complete verification.,1,credential_theft
745,Give me your login details for verification.,1,credential_theft
746,Share your login credentials immediately.,1,credential_theft
747,Give me your login details for verification.,1,credential_theft
748,Give me your login details for verification.,1,credential_theft
749,Send me your OTP to confirm the transaction.,1,credential_theft
750,Please provide your password for verification.,1,credential_theft
751,Download this unknown attachment to unlock your account.,1,malware
752,Run the attached file to fix your computer.,1,malware
753,Download this suspicious application.,1,malware
754,Open the attached executable immediately.,1,malware
755,Open this unexpected executable attachment.,1,malware
756,Install this file to receive your update.,1,malware
757,Run the attached file to fix your computer.,1,malware
758,Download this suspicious application.,1,malware
759,Run the attached file to fix your computer.,1,malware
760,Install this file to receive your update.,1,malware
761,Download this unknown attachment to unlock your account.,1,malware
762,Download this suspicious application.,1,malware
763,Open this unexpected executable attachment.,1,malware
764,Download the attached program now.,1,malware
765,Install this file to receive your update.,1,malware
766,Install this file to receive your update.,1,malware
767,Download the attached program now.,1,malware
768,Download this unknown attachment to unlock your account.,1,malware
769,Download this suspicious application.,1,malware
770,Open the attached executable immediately.,1,malware
771,Run the attached file to fix your computer.,1,malware
772,Open this unexpected executable attachment.,1,malware
773,Download this unknown attachment to unlock your account.,1,malware
774,Install this unknown software to continue.,1,malware
775,Download this suspicious application.,1,malware
776,Open this unexpected executable attachment.,1,malware
777,Open the attached executable immediately.,1,malware
778,Install this file to receive your update.,1,malware
779,Install this unknown software to continue.,1,malware
780,Install this file to receive your update.,1,malware
781,Download this unknown attachment to unlock your account.,1,malware
782,Open this unexpected executable attachment.,1,malware
783,Download the attached program now.,1,malware
784,Download this unknown attachment to unlock your account.,1,malware
785,Open this unexpected executable attachment.,1,malware
786,Install this unknown software to continue.,1,malware
787,Run the attached file to fix your computer.,1,malware
788,Download this unknown attachment to unlock your account.,1,malware
789,Install this unknown software to continue.,1,malware
790,Install this file to receive your update.,1,malware
791,Install this unknown software to continue.,1,malware
792,Download this suspicious application.,1,malware
793,Install this file to receive your update.,1,malware
794,Install this unknown software to continue.,1,malware
795,Open the attached executable immediately.,1,malware
796,Download this unknown attachment to unlock your account.,1,malware
797,Install this unknown software to continue.,1,malware
798,Install this unknown software to continue.,1,malware
799,Open the attached executable immediately.,1,malware
800,Download the attached program now.,1,malware
801,Download the attached program now.,1,malware
802,Open the attached executable immediately.,1,malware
803,Open the attached executable immediately.,1,malware
804,Install this file to receive your update.,1,malware
805,Download the attached program now.,1,malware
806,Download this unknown attachment to unlock your account.,1,malware
807,Run the attached file to fix your computer.,1,malware
808,Download this suspicious application.,1,malware
809,Download this unknown attachment to unlock your account.,1,malware
810,Download this suspicious application.,1,malware
811,Download this unknown attachment to unlock your account.,1,malware
812,Install this unknown software to continue.,1,malware
813,Run the attached file to fix your computer.,1,malware
814,Open this unexpected executable attachment.,1,malware
815,Download the attached program now.,1,malware
816,Run the attached file to fix your computer.,1,malware
817,Download this unknown attachment to unlock your account.,1,malware
818,Download this suspicious application.,1,malware
819,Run the attached file to fix your computer.,1,malware
820,Install this unknown software to continue.,1,malware
821,Download this unknown attachment to unlock your account.,1,malware
822,Install this unknown software to continue.,1,malware
823,Run the attached file to fix your computer.,1,malware
824,Install this file to receive your update.,1,malware
825,Install this unknown software to continue.,1,malware
826,Open this unexpected executable attachment.,1,malware
827,Open this unexpected executable attachment.,1,malware
828,Download the attached program now.,1,malware
829,Open this unexpected executable attachment.,1,malware
830,Install this unknown software to continue.,1,malware
831,Open the attached executable immediately.,1,malware
832,Download the attached program now.,1,malware
833,Download the attached program now.,1,malware
834,Install this unknown software to continue.,1,malware
835,Run the attached file to fix your computer.,1,malware
836,Install this file to receive your update.,1,malware
837,Open this unexpected executable attachment.,1,malware
838,Install this file to receive your update.,1,malware
839,Open this unexpected executable attachment.,1,malware
840,Open the attached executable immediately.,1,malware
841,Run the attached file to fix your computer.,1,malware
842,Install this unknown software to continue.,1,malware
843,Install this file to receive your update.,1,malware
844,Install this file to receive your update.,1,malware
845,Install this unknown software to continue.,1,malware
846,Run the attached file to fix your computer.,1,malware
847,Run the attached file to fix your computer.,1,malware
848,Download the attached program now.,1,malware
849,Open this unexpected executable attachment.,1,malware
850,Open the attached executable immediately.,1,malware
851,Download the attached program now.,1,malware
852,Install this unknown software to continue.,1,malware
853,Download the attached program now.,1,malware
854,Download this unknown attachment to unlock your account.,1,malware
855,Install this unknown software to continue.,1,malware
856,Open this unexpected executable attachment.,1,malware
857,Run the attached file to fix your computer.,1,malware
858,Download this unknown attachment to unlock your account.,1,malware
859,Install this file to receive your update.,1,malware
860,Open this unexpected executable attachment.,1,malware
861,Install this unknown software to continue.,1,malware
862,Open the attached executable immediately.,1,malware
863,Download this unknown attachment to unlock your account.,1,malware
864,Open the attached executable immediately.,1,malware
865,Download the attached program now.,1,malware
866,Download this unknown attachment to unlock your account.,1,malware
867,Open the attached executable immediately.,1,malware
868,Install this file to receive your update.,1,malware
869,Download this suspicious application.,1,malware
870,Install this unknown software to continue.,1,malware
871,Install this unknown software to continue.,1,malware
872,Open this unexpected executable attachment.,1,malware
873,Download this unknown attachment to unlock your account.,1,malware
874,Open the attached executable immediately.,1,malware
875,Download the attached program now.,1,malware
876,Install this unknown software to continue.,1,malware
877,Install this unknown software to continue.,1,malware
878,Download the attached program now.,1,malware
879,Install this file to receive your update.,1,malware
880,Open the attached executable immediately.,1,malware
881,Install this unknown software to continue.,1,malware
882,Open this unexpected executable attachment.,1,malware
883,Install this unknown software to continue.,1,malware
884,Run the attached file to fix your computer.,1,malware
885,Download this suspicious application.,1,malware
886,Install this file to receive your update.,1,malware
887,Download this unknown attachment to unlock your account.,1,malware
888,Open the attached executable immediately.,1,malware
889,Download the attached program now.,1,malware
890,Open this unexpected executable attachment.,1,malware
891,Install this file to receive your update.,1,malware
892,Run the attached file to fix your computer.,1,malware
893,Run the attached file to fix your computer.,1,malware
894,Download the attached program now.,1,malware
895,Download this suspicious application.,1,malware
896,Run the attached file to fix your computer.,1,malware
897,Download the attached program now.,1,malware
898,Download this suspicious application.,1,malware
899,Install this file to receive your update.,1,malware
900,Open the attached executable immediately.,1,malware
901,Install this file to receive your update.,1,malware
902,Download the attached program now.,1,malware
903,Open the attached executable immediately.,1,malware
904,Download the attached program now.,1,malware
905,Install this file to receive your update.,1,malware
906,Install this unknown software to continue.,1,malware
907,Install this unknown software to continue.,1,malware
908,Install this file to receive your update.,1,malware
909,Run the attached file to fix your computer.,1,malware
910,Run the attached file to fix your computer.,1,malware
911,Open the attached executable immediately.,1,malware
912,Open the attached executable immediately.,1,malware
913,Install this unknown software to continue.,1,malware
914,Download this suspicious application.,1,malware
915,Install this file to receive your update.,1,malware
916,Download this suspicious application.,1,malware
917,Open the attached executable immediately.,1,malware
918,Download this suspicious application.,1,malware
919,Download the attached program now.,1,malware
920,Download this unknown attachment to unlock your account.,1,malware
921,Install this unknown software to continue.,1,malware
922,Install this unknown software to continue.,1,malware
923,Download the attached program now.,1,malware
924,Open the attached executable immediately.,1,malware
925,Install this file to receive your update.,1,malware
926,Install this file to receive your update.,1,malware
927,Run the attached file to fix your computer.,1,malware
928,Open this unexpected executable attachment.,1,malware
929,Download the attached program now.,1,malware
930,Open this unexpected executable attachment.,1,malware
931,Open this unexpected executable attachment.,1,malware
932,Install this file to receive your update.,1,malware
933,Open the attached executable immediately.,1,malware
934,Install this unknown software to continue.,1,malware
935,Install this file to receive your update.,1,malware
936,Download the attached program now.,1,malware
937,Download the attached program now.,1,malware
938,Install this unknown software to continue.,1,malware
939,Open the attached executable immediately.,1,malware
940,Open the attached executable immediately.,1,malware
941,Open the attached executable immediately.,1,malware
942,Open this unexpected executable attachment.,1,malware
943,Download this unknown attachment to unlock your account.,1,malware
944,Install this file to receive your update.,1,malware
945,Open the attached executable immediately.,1,malware
946,Run the attached file to fix your computer.,1,malware
947,Open the attached executable immediately.,1,malware
948,Open the attached executable immediately.,1,malware
949,Install this unknown software to continue.,1,malware
950,Download this suspicious application.,1,malware
951,Install this unknown software to continue.,1,malware
952,Run the attached file to fix your computer.,1,malware
953,Install this file to receive your update.,1,malware
954,Run the attached file to fix your computer.,1,malware
955,Download this suspicious application.,1,malware
956,Run the attached file to fix your computer.,1,malware
957,Open the attached executable immediately.,1,malware
958,Run the attached file to fix your computer.,1,malware
959,Install this file to receive your update.,1,malware
960,Open the attached executable immediately.,1,malware
961,Open the attached executable immediately.,1,malware
962,Open the attached executable immediately.,1,malware
963,Install this unknown software to continue.,1,malware
964,Download this unknown attachment to unlock your account.,1,malware
965,Download this unknown attachment to unlock your account.,1,malware
966,Install this file to receive your update.,1,malware
967,Download this unknown attachment to unlock your account.,1,malware
968,Run the attached file to fix your computer.,1,malware
969,Download this suspicious application.,1,malware
970,Open this unexpected executable attachment.,1,malware
971,Download this unknown attachment to unlock your account.,1,malware
972,Download the attached program now.,1,malware
973,Run the attached file to fix your computer.,1,malware
974,Run the attached file to fix your computer.,1,malware
975,Download the attached program now.,1,malware
976,Download this suspicious application.,1,malware
977,Open this unexpected executable attachment.,1,malware
978,Run the attached file to fix your computer.,1,malware
979,Download the attached program now.,1,malware
980,Install this file to receive your update.,1,malware
981,Download this unknown attachment to unlock your account.,1,malware
982,Open the attached executable immediately.,1,malware
983,Download the attached program now.,1,malware
984,Open this unexpected executable attachment.,1,malware
985,Download the attached program now.,1,malware
986,Download the attached program now.,1,malware
987,Download this suspicious application.,1,malware
988,Install this unknown software to continue.,1,malware
989,Open the attached executable immediately.,1,malware
990,Install this unknown software to continue.,1,malware
991,Install this unknown software to continue.,1,malware
992,Install this unknown software to continue.,1,malware
993,Open this unexpected executable attachment.,1,malware
994,Open the attached executable immediately.,1,malware
995,Install this unknown software to continue.,1,malware
996,Install this file to receive your update.,1,malware
997,Install this unknown software to continue.,1,malware
998,Download this suspicious application.,1,malware
999,Download the attached program now.,1,malware
1000,Install this file to receive your update.,1,malware
1001,Please review the attached project document.,0,normal
1002,The team meeting will start after lunch.,0,normal
1003,Your appointment is scheduled for tomorrow.,0,normal
1004,Can you share the project report?,0,normal
1005,The assignment deadline is Friday.,0,normal
1006,Please attend the project meeting at 10 AM.,0,normal
1007,Please review the attached project document.,0,normal
1008,Can you send me the class notes?,0,normal
1009,The project presentation is next week.,0,normal
1010,Can you send me the class notes?,0,normal
1011,Your appointment is scheduled for tomorrow.,0,normal
1012,Can you share the project report?,0,normal
1013,The college seminar starts at 11 AM.,0,normal
1014,The project presentation is next week.,0,normal
1015,The college seminar starts at 11 AM.,0,normal
1016,Your appointment is scheduled for tomorrow.,0,normal
1017,Can you share the project report?,0,normal
1018,The team meeting will start after lunch.,0,normal
1019,Please submit your assignment before Friday.,0,normal
1020,The team meeting will start after lunch.,0,normal
1021,The team meeting will start after lunch.,0,normal
1022,Please review the attached project document.,0,normal
1023,The team meeting will start after lunch.,0,normal
1024,Please attend the project meeting at 10 AM.,0,normal
1025,The assignment deadline is Friday.,0,normal
1026,Can you send me the class notes?,0,normal
1027,Please submit your assignment before Friday.,0,normal
1028,The team meeting will start after lunch.,0,normal
1029,Your appointment is scheduled for tomorrow.,0,normal
1030,Your appointment is scheduled for tomorrow.,0,normal
1031,The project presentation is next week.,0,normal
1032,The college seminar starts at 11 AM.,0,normal
1033,Please attend the project meeting at 10 AM.,0,normal
1034,Please attend the project meeting at 10 AM.,0,normal
1035,Please review the attached project document.,0,normal
1036,The team meeting will start after lunch.,0,normal
1037,The project presentation is next week.,0,normal
1038,The team meeting will start after lunch.,0,normal
1039,Please review the attached project document.,0,normal
1040,Please submit your assignment before Friday.,0,normal
1041,Please attend the project meeting at 10 AM.,0,normal
1042,The assignment deadline is Friday.,0,normal
1043,Can you send me the class notes?,0,normal
1044,Can you share the project report?,0,normal
1045,Please review the attached project document.,0,normal
1046,The college seminar starts at 11 AM.,0,normal
1047,Can you send me the class notes?,0,normal
1048,The college seminar starts at 11 AM.,0,normal
1049,Please attend the project meeting at 10 AM.,0,normal
1050,Can you send me the class notes?,0,normal
1051,Please attend the project meeting at 10 AM.,0,normal
1052,The project presentation is next week.,0,normal
1053,Please submit your assignment before Friday.,0,normal
1054,Your appointment is scheduled for tomorrow.,0,normal
1055,The college seminar starts at 11 AM.,0,normal
1056,Please submit your assignment before Friday.,0,normal
1057,Please review the attached project document.,0,normal
1058,The assignment deadline is Friday.,0,normal
1059,Can you send me the class notes?,0,normal
1060,Please submit your assignment before Friday.,0,normal
1061,The team meeting will start after lunch.,0,normal
1062,Please submit your assignment before Friday.,0,normal
1063,Please review the attached project document.,0,normal
1064,The project presentation is next week.,0,normal
1065,The project presentation is next week.,0,normal
1066,The assignment deadline is Friday.,0,normal
1067,Can you share the project report?,0,normal
1068,The assignment deadline is Friday.,0,normal
1069,Can you send me the class notes?,0,normal
1070,The college seminar starts at 11 AM.,0,normal
1071,The college seminar starts at 11 AM.,0,normal
1072,Please submit your assignment before Friday.,0,normal
1073,The college seminar starts at 11 AM.,0,normal
1074,Can you share the project report?,0,normal
1075,Your appointment is scheduled for tomorrow.,0,normal
1076,The project presentation is next week.,0,normal
1077,Please submit your assignment before Friday.,0,normal
1078,Can you send me the class notes?,0,normal
1079,Please submit your assignment before Friday.,0,normal
1080,Please attend the project meeting at 10 AM.,0,normal
1081,Please attend the project meeting at 10 AM.,0,normal
1082,Please attend the project meeting at 10 AM.,0,normal
1083,Can you share the project report?,0,normal
1084,The college seminar starts at 11 AM.,0,normal
1085,The team meeting will start after lunch.,0,normal
1086,Please submit your assignment before Friday.,0,normal
1087,The team meeting will start after lunch.,0,normal
1088,Can you share the project report?,0,normal
1089,The project presentation is next week.,0,normal
1090,Please submit your assignment before Friday.,0,normal
1091,Can you share the project report?,0,normal
1092,The college seminar starts at 11 AM.,0,normal
1093,The project presentation is next week.,0,normal
1094,The college seminar starts at 11 AM.,0,normal
1095,Can you share the project report?,0,normal
1096,Can you send me the class notes?,0,normal
1097,The project presentation is next week.,0,normal
1098,Please review the attached project document.,0,normal
1099,The project presentation is next week.,0,normal
1100,The college seminar starts at 11 AM.,0,normal
1101,Please submit your assignment before Friday.,0,normal
1102,Please submit your assignment before Friday.,0,normal
1103,Please submit your assignment before Friday.,0,normal
1104,The team meeting will start after lunch.,0,normal
1105,The project presentation is next week.,0,normal
1106,Please review the attached project document.,0,normal
1107,The team meeting will start after lunch.,0,normal
1108,Please attend the project meeting at 10 AM.,0,normal
1109,The college seminar starts at 11 AM.,0,normal
1110,The college seminar starts at 11 AM.,0,normal
1111,The assignment deadline is Friday.,0,normal
1112,Can you send me the class notes?,0,normal
1113,The project presentation is next week.,0,normal
1114,Please review the attached project document.,0,normal
1115,Please attend the project meeting at 10 AM.,0,normal
1116,The project presentation is next week.,0,normal
1117,The team meeting will start after lunch.,0,normal
1118,Please review the attached project document.,0,normal
1119,The project presentation is next week.,0,normal
1120,The project presentation is next week.,0,normal
1121,Your appointment is scheduled for tomorrow.,0,normal
1122,Please attend the project meeting at 10 AM.,0,normal
1123,The project presentation is next week.,0,normal
1124,The team meeting will start after lunch.,0,normal
1125,Can you share the project report?,0,normal
1126,Please submit your assignment before Friday.,0,normal
1127,The project presentation is next week.,0,normal
1128,Can you send me the class notes?,0,normal
1129,Can you share the project report?,0,normal
1130,Your appointment is scheduled for tomorrow.,0,normal
1131,Please attend the project meeting at 10 AM.,0,normal
1132,The project presentation is next week.,0,normal
1133,The assignment deadline is Friday.,0,normal
1134,Your appointment is scheduled for tomorrow.,0,normal
1135,Please attend the project meeting at 10 AM.,0,normal
1136,The team meeting will start after lunch.,0,normal
1137,The college seminar starts at 11 AM.,0,normal
1138,Can you send me the class notes?,0,normal
1139,Can you share the project report?,0,normal
1140,Can you send me the class notes?,0,normal
1141,Your appointment is scheduled for tomorrow.,0,normal
1142,Can you send me the class notes?,0,normal
1143,Please submit your assignment before Friday.,0,normal
1144,The project presentation is next week.,0,normal
1145,The team meeting will start after lunch.,0,normal
1146,Please attend the project meeting at 10 AM.,0,normal
1147,Can you share the project report?,0,normal
1148,Please submit your assignment before Friday.,0,normal
1149,Your appointment is scheduled for tomorrow.,0,normal
1150,Please submit your assignment before Friday.,0,normal
1151,The college seminar starts at 11 AM.,0,normal
1152,The team meeting will start after lunch.,0,normal
1153,Please submit your assignment before Friday.,0,normal
1154,Can you send me the class notes?,0,normal
1155,The college seminar starts at 11 AM.,0,normal
1156,Can you share the project report?,0,normal
1157,The team meeting will start after lunch.,0,normal
1158,Please submit your assignment before Friday.,0,normal
1159,The college seminar starts at 11 AM.,0,normal
1160,Please submit your assignment before Friday.,0,normal
1161,The college seminar starts at 11 AM.,0,normal
1162,Please review the attached project document.,0,normal
1163,The project presentation is next week.,0,normal
1164,The team meeting will start after lunch.,0,normal
1165,Your appointment is scheduled for tomorrow.,0,normal
1166,Your appointment is scheduled for tomorrow.,0,normal
1167,Please review the attached project document.,0,normal
1168,Please submit your assignment before Friday.,0,normal
1169,Please review the attached project document.,0,normal
1170,Your appointment is scheduled for tomorrow.,0,normal
1171,Please review the attached project document.,0,normal
1172,Please review the attached project document.,0,normal
1173,Your appointment is scheduled for tomorrow.,0,normal
1174,The team meeting will start after lunch.,0,normal
1175,The college seminar starts at 11 AM.,0,normal
1176,The team meeting will start after lunch.,0,normal
1177,The college seminar starts at 11 AM.,0,normal
1178,Please submit your assignment before Friday.,0,normal
1179,Please review the attached project document.,0,normal
1180,Please review the attached project document.,0,normal
1181,The assignment deadline is Friday.,0,normal
1182,The project presentation is next week.,0,normal
1183,Please submit your assignment before Friday.,0,normal
1184,Can you send me the class notes?,0,normal
1185,Can you send me the class notes?,0,normal
1186,The college seminar starts at 11 AM.,0,normal
1187,Can you share the project report?,0,normal
1188,Please review the attached project document.,0,normal
1189,Please attend the project meeting at 10 AM.,0,normal
1190,Please review the attached project document.,0,normal
1191,The assignment deadline is Friday.,0,normal
1192,The college seminar starts at 11 AM.,0,normal
1193,The team meeting will start after lunch.,0,normal
1194,Please review the attached project document.,0,normal
1195,The team meeting will start after lunch.,0,normal
1196,Your appointment is scheduled for tomorrow.,0,normal
1197,Your appointment is scheduled for tomorrow.,0,normal
1198,Please submit your assignment before Friday.,0,normal
1199,Please review the attached project document.,0,normal
1200,Please submit your assignment before Friday.,0,normal
1201,Please review the attached project document.,0,normal
1202,Can you share the project report?,0,normal
1203,The assignment deadline is Friday.,0,normal
1204,The project presentation is next week.,0,normal
1205,The project presentation is next week.,0,normal
1206,Your appointment is scheduled for tomorrow.,0,normal
1207,Your appointment is scheduled for tomorrow.,0,normal
1208,Please attend the project meeting at 10 AM.,0,normal
1209,Please submit your assignment before Friday.,0,normal
1210,Your appointment is scheduled for tomorrow.,0,normal
1211,Your appointment is scheduled for tomorrow.,0,normal
1212,Please attend the project meeting at 10 AM.,0,normal
1213,The assignment deadline is Friday.,0,normal
1214,Can you send me the class notes?,0,normal
1215,The college seminar starts at 11 AM.,0,normal
1216,The team meeting will start after lunch.,0,normal
1217,The assignment deadline is Friday.,0,normal
1218,Can you share the project report?,0,normal
1219,Please attend the project meeting at 10 AM.,0,normal
1220,Please submit your assignment before Friday.,0,normal
1221,Can you share the project report?,0,normal
1222,Can you send me the class notes?,0,normal
1223,The team meeting will start after lunch.,0,normal
1224,The team meeting will start after lunch.,0,normal
1225,Your appointment is scheduled for tomorrow.,0,normal
1226,Please review the attached project document.,0,normal
1227,The college seminar starts at 11 AM.,0,normal
1228,Please review the attached project document.,0,normal
1229,Please attend the project meeting at 10 AM.,0,normal
1230,The assignment deadline is Friday.,0,normal
1231,The project presentation is next week.,0,normal
1232,Your appointment is scheduled for tomorrow.,0,normal
1233,Please submit your assignment before Friday.,0,normal
1234,Please attend the project meeting at 10 AM.,0,normal
1235,Can you share the project report?,0,normal
1236,Can you send me the class notes?,0,normal
1237,Can you share the project report?,0,normal
1238,Please attend the project meeting at 10 AM.,0,normal
1239,Can you send me the class notes?,0,normal
1240,The team meeting will start after lunch.,0,normal
1241,Can you share the project report?,0,normal
1242,Please review the attached project document.,0,normal
1243,Please attend the project meeting at 10 AM.,0,normal
1244,Please attend the project meeting at 10 AM.,0,normal
1245,Please review the attached project document.,0,normal
1246,The project presentation is next week.,0,normal
1247,The project presentation is next week.,0,normal
1248,The assignment deadline is Friday.,0,normal
1249,The college seminar starts at 11 AM.,0,normal
1250,Please review the attached project document.,0,normal
1251,The team meeting will start after lunch.,0,normal
1252,Please submit your assignment before Friday.,0,normal
1253,Please submit your assignment before Friday.,0,normal
1254,The team meeting will start after lunch.,0,normal
1255,Can you share the project report?,0,normal
1256,Please submit your assignment before Friday.,0,normal
1257,The team meeting will start after lunch.,0,normal
1258,Please review the attached project document.,0,normal
1259,Your appointment is scheduled for tomorrow.,0,normal
1260,The assignment deadline is Friday.,0,normal
1261,The college seminar starts at 11 AM.,0,normal
1262,Can you share the project report?,0,normal
1263,The team meeting will start after lunch.,0,normal
1264,Please review the attached project document.,0,normal
1265,Can you share the project report?,0,normal
1266,Please attend the project meeting at 10 AM.,0,normal
1267,The college seminar starts at 11 AM.,0,normal
1268,Please review the attached project document.,0,normal
1269,The project presentation is next week.,0,normal
1270,Your appointment is scheduled for tomorrow.,0,normal
1271,Can you share the project report?,0,normal
1272,The project presentation is next week.,0,normal
1273,Can you send me the class notes?,0,normal
1274,Can you send me the class notes?,0,normal
1275,Please submit your assignment before Friday.,0,normal
1276,The college seminar starts at 11 AM.,0,normal
1277,The assignment deadline is Friday.,0,normal
1278,Can you send me the class notes?,0,normal
1279,The assignment deadline is Friday.,0,normal
1280,Can you share the project report?,0,normal
1281,Can you share the project report?,0,normal
1282,The team meeting will start after lunch.,0,normal
1283,The college seminar starts at 11 AM.,0,normal
1284,Your appointment is scheduled for tomorrow.,0,normal
1285,Please attend the project meeting at 10 AM.,0,normal
1286,Please review the attached project document.,0,normal
1287,Can you send me the class notes?,0,normal
1288,Your appointment is scheduled for tomorrow.,0,normal
1289,The team meeting will start after lunch.,0,normal
1290,Please review the attached project document.,0,normal
1291,The college seminar starts at 11 AM.,0,normal
1292,Please review the attached project document.,0,normal
1293,The project presentation is next week.,0,normal
1294,The project presentation is next week.,0,normal
1295,Please attend the project meeting at 10 AM.,0,normal
1296,Please review the attached project document.,0,normal
1297,The college seminar starts at 11 AM.,0,normal
1298,Your appointment is scheduled for tomorrow.,0,normal
1299,Please attend the project meeting at 10 AM.,0,normal
1300,The assignment deadline is Friday.,0,normal
1301,The team meeting will start after lunch.,0,normal
1302,Please review the attached project document.,0,normal
1303,Can you share the project report?,0,normal
1304,Can you send me the class notes?,0,normal
1305,Please submit your assignment before Friday.,0,normal
1306,Please review the attached project document.,0,normal
1307,The assignment deadline is Friday.,0,normal
1308,Please review the attached project document.,0,normal
1309,The college seminar starts at 11 AM.,0,normal
1310,The project presentation is next week.,0,normal
1311,Your appointment is scheduled for tomorrow.,0,normal
1312,Your appointment is scheduled for tomorrow.,0,normal
1313,Can you share the project report?,0,normal
1314,The team meeting will start after lunch.,0,normal
1315,Can you share the project report?,0,normal
1316,The team meeting will start after lunch.,0,normal
1317,The project presentation is next week.,0,normal
1318,The college seminar starts at 11 AM.,0,normal
1319,Can you send me the class notes?,0,normal
1320,Please submit your assignment before Friday.,0,normal
1321,The team meeting will start after lunch.,0,normal
1322,Please submit your assignment before Friday.,0,normal
1323,Your appointment is scheduled for tomorrow.,0,normal
1324,Your appointment is scheduled for tomorrow.,0,normal
1325,The project presentation is next week.,0,normal
1326,The assignment deadline is Friday.,0,normal
1327,Please submit your assignment before Friday.,0,normal
1328,The team meeting will start after lunch.,0,normal
1329,Please submit your assignment before Friday.,0,normal
1330,The college seminar starts at 11 AM.,0,normal
1331,The assignment deadline is Friday.,0,normal
1332,The project presentation is next week.,0,normal
1333,The assignment deadline is Friday.,0,normal
1334,Please attend the project meeting at 10 AM.,0,normal
1335,Please submit your assignment before Friday.,0,normal
1336,Please submit your assignment before Friday.,0,normal
1337,Your appointment is scheduled for tomorrow.,0,normal
1338,The project presentation is next week.,0,normal
1339,Please submit your assignment before Friday.,0,normal
1340,Can you share the project report?,0,normal
1341,Can you share the project report?,0,normal
1342,The college seminar starts at 11 AM.,0,normal
1343,Please submit your assignment before Friday.,0,normal
1344,The team meeting will start after lunch.,0,normal
